date,china_return,china_vol,usa_return1,usa1_vol,usa_return2,usa2_vol,euro_return,euro_vol,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility
2014-11-12,0.00276573,0.007022192,0.003581024,0.00411984,-0.001353681,0.006763544,-0.000798453,0.007597752,-2.444,-0.53,-0.189,-0.037,-0.384,-1.304
2014-11-13,0.009127202,0.007278263,0.000133089,0.004111046,-0.001187723,0.006793398,0.006478779,0.007689423,-2.463,-0.518,-0.208,-0.036,-0.391,-1.31
2014-11-14,-0.003388123,0.006485737,-0.000684645,0.003583805,-0.009482339,0.007734553,-0.005883793,0.007534872,-2.412,-0.493,-0.212,-0.033,-0.395,-1.279
2014-11-17,-0.001877096,0.005213631,-0.004518985,0.003880423,0.005433495,0.007587118,0.002282713,0.007281274,-2.302,-0.487,-0.178,-0.043,-0.389,-1.205
2014-11-18,0.012856237,0.006074082,0.000573154,0.00385157,0.016236067,0.008362029,0.014173197,0.006626695,-2.42,-0.476,-0.231,-0.043,-0.377,-1.293
2014-11-19,0.004753968,0.006063249,-0.00239031,0.002689111,-0.004970898,0.008300077,0.003028698,0.006288165,-2.467,-0.459,-0.224,-0.084,-0.399,-1.301
2014-11-20,-0.000739325,0.00599311,-0.001513628,0.002541169,-0.003183808,0.008374758,-0.002320668,0.006541992,-2.434,-0.456,-0.221,-0.071,-0.386,-1.3
2014-11-21,0.003622381,0.005987769,0.001762486,0.002083702,0.00382213,0.0084416,-0.002187275,0.006675666,-2.568,-0.469,-0.283,-0.042,-0.384,-1.39
2014-11-24,-0.00155636,0.005660893,-0.002414627,0.002085817,0.005602488,0.008544197,-0.000323877,0.006444272,-2.64,-0.475,-0.299,-0.056,-0.38,-1.43
2014-11-25,-0.003851227,0.005735928,0.0037918,0.002854809,0.000413753,0.007026574,0.000354717,0.005678742,-2.695,-0.467,-0.3,-0.037,-0.426,-1.465
2014-11-26,-0.001863992,0.005734496,-0.000229397,0.002297645,0.007391057,0.007161615,0.005689085,0.005836379,-2.765,-0.466,-0.313,-0.035,-0.431,-1.52
2014-11-28,0.016383643,0.006896193,-0.01053228,0.004533624,0.005078787,0.004704937,0.010417476,0.004650598,-2.509,-0.459,-0.308,-0.026,-0.398,-1.318
2014-12-1,-0.004911985,0.007300468,-0.008849444,0.00530237,-0.0028912,0.004231625,0.001697973,0.004633189,-2.282,-0.413,-0.268,-0.036,-0.397,-1.168
2014-12-2,0.001390933,0.007259588,0.007496054,0.006548426,0.010866719,0.004509605,-0.008717469,0.006026605,-2.306,-0.414,-0.299,-0.058,-0.384,-1.151
2014-12-3,-0.002554121,0.007307767,-0.002091686,0.006410335,0.002105321,0.004587602,-0.000305651,0.005901939,-2.235,-0.405,-0.318,-0.06,-0.378,-1.074
2014-12-4,-0.005150875,0.007591696,-0.001396892,0.006406479,-0.001430056,0.004954257,-0.001208238,0.005950731,-2.309,-0.401,-0.305,-0.062,-0.383,-1.158
2014-12-5,0.007106748,0.007810985,-0.00617352,0.006085154,0.007531979,0.005046333,0.000489589,0.00594801,-2.423,-0.406,-0.341,-0.099,-0.39,-1.187
2014-12-8,-0.007271798,0.008439641,-0.011019666,0.006580078,0.004332021,0.004841443,-0.003309384,0.005773807,-2.151,-0.368,-0.302,-0.065,-0.364,-1.052
2014-12-9,-0.033698431,0.012959222,-0.010343859,0.006552344,-0.002926069,0.005366351,-0.011856199,0.005086554,-1.859,-0.322,-0.243,-0.033,-0.365,-0.896
2014-12-10,0.005128965,0.013691719,0.005274641,0.00717953,-0.016649512,0.008978978,-0.000559223,0.004777934,-1.47,-0.275,-0.164,-0.002,-0.38,-0.649
2014-12-11,0.00651889,0.014218148,-0.005933436,0.005663923,0.002839464,0.007887638,0.00557821,0.005274413,-1.412,-0.263,-0.151,-0.009,-0.387,-0.602
2014-12-12,-0.018798233,0.015183444,0.002054802,0.006156404,-0.015834929,0.009592623,-0.014960621,0.00722482,-1.187,-0.195,-0.07,0.01,-0.387,-0.545
2014-12-15,-0.024642309,0.016596031,-0.00951139,0.006359664,-0.009222015,0.009807771,-0.027283959,0.011303392,-0.929,-0.166,0.015,0.009,-0.379,-0.408
2014-12-16,0.012468113,0.017578322,-0.023759503,0.009537248,-0.01189474,0.0085817,0.017194965,0.014548107,-0.677,-0.077,0.046,0.044,-0.395,-0.295
2014-12-17,-0.002699236,0.017720874,-0.003756842,0.0094989,0.019682272,0.012866632,-0.009983762,0.014635152,-0.989,-0.148,-0.021,0.005,-0.406,-0.419
2014-12-18,0.026909799,0.017855372,0.018076115,0.013032405,0.027070633,0.017703387,0.021264091,0.017493948,-1.42,-0.235,-0.171,-0.016,-0.405,-0.593
2014-12-19,0.002142811,0.01776732,-0.003825653,0.012572447,0.004650891,0.016250465,-0.010393467,0.017821047,-1.452,-0.247,-0.227,-0.009,-0.39,-0.579
2014-12-22,0.004823021,0.017679278,0.004576853,0.012899649,-0.011106743,0.017033683,0.005666811,0.017827899,-1.538,-0.267,-0.254,-0.023,-0.363,-0.631
2014-12-23,-0.013907981,0.016890324,-0.004943908,0.012775908,-0.023074738,0.0183576,-0.017017634,0.018079956,-1.649,-0.294,-0.261,-0.048,-0.408,-0.638
2014-12-24,0.005324753,0.01265505,-0.00261406,0.012480139,0.007059567,0.018106386,0.001152092,0.014546995,-1.669,-0.29,-0.276,-0.048,-0.402,-0.653
2014-12-29,0.006700031,0.012270338,0.008166636,0.008556607,0.010741477,0.017260882,0.005040767,0.012946714,-1.789,-0.289,-0.281,-0.038,-0.405,-0.776
2014-12-30,-0.008013735,0.012914759,0.007718146,0.008311971,-0.004727884,0.016236438,-0.007186004,0.01264887,-1.593,-0.281,-0.281,-0.027,-0.405,-0.599
2014-12-31,0.00170242,0.007761347,0.005619684,0.005683939,-0.009509571,0.011965988,-0.001973194,0.008414024,-1.438,-0.272,-0.225,-0.004,-0.391,-0.546
2015-1-2,0.003105367,0.00781759,-0.009370293,0.006902919,0.003908083,0.011882492,-0.006379299,0.007994633,-1.369,-0.244,-0.243,0.012,-0.373,-0.521
2015-1-5,-0.003393928,0.007579305,-0.011214387,0.008128037,-0.005743541,0.011500795,-0.005217375,0.007039275,-0.933,-0.192,-0.076,0.044,-0.36,-0.349
2015-1-6,-0.008474196,0.006218351,-0.007238014,0.008358964,-0.003154359,0.007482451,-0.008663713,0.004969515,-0.693,-0.151,0.002,0.1,-0.375,-0.269
2015-1-7,0.008743379,0.006848477,0.005458999,0.008693805,0.022849996,0.011394605,-0.005208131,0.004582342,-0.817,-0.151,-0.04,0.075,-0.354,-0.347
2015-1-8,0.024114162,0.011349397,0.021522753,0.011746089,0.016787931,0.012352055,0.030466126,0.01385246,-1.168,-0.2,-0.165,0.057,-0.35,-0.51
2015-1-9,-0.00209355,0.010629586,0.010322518,0.012003751,-0.007794834,0.012717361,-0.000767239,0.013552614,-1.137,-0.177,-0.127,0.09,-0.365,-0.558
2015-1-12,0.005226727,0.010619999,-0.003177064,0.012041271,-2.68E-05,0.011691309,0.007106354,0.013729619,-0.959,-0.165,-0.111,0.105,-0.369,-0.419
2015-1-13,0.001180002,0.010668521,0.008061924,0.011345581,-0.003522977,0.012016146,0.009292396,0.013483447,-0.916,-0.143,-0.123,0.115,-0.371,-0.394
2015-1-14,-0.013916341,0.012418416,-0.005281441,0.010240435,-0.000929875,0.011577404,-0.00670778,0.013661241,-0.649,-0.122,-0.056,0.141,-0.361,-0.251
2015-1-15,0.013220235,0.012037552,-0.000277701,0.00922825,-0.011103769,0.012672272,0.012776911,0.012819091,-0.34,-0.108,-0.104,0.199,-0.302,-0.025
2015-1-16,0.005076195,0.011937565,0.001506592,0.009332433,0.018706019,0.011605385,0.005783832,0.011744259,-0.288,-0.116,-0.136,0.162,-0.28,0.082
2015-1-20,0.006054509,0.008493988,0.003756578,0.005689623,0.000387962,0.00952867,0.013648084,0.007345135,-0.514,-0.119,-0.189,0.159,-0.253,-0.112
2015-1-21,0.008260538,0.008542021,0.011400439,0.005956623,-8.03E-05,0.00899038,-0.00828398,0.008869498,-0.747,-0.132,-0.219,0.137,-0.283,-0.25
2015-1-22,0.001076775,0.008553172,0.008760825,0.005840243,0.012336973,0.010026686,-0.016210842,0.011765623,-1.008,-0.152,-0.288,0.163,-0.259,-0.472
2015-1-23,0.010271973,0.008914646,0.010064261,0.006115493,-0.003852243,0.010059037,0.009555682,0.011795177,-0.957,-0.18,-0.325,0.209,-0.23,-0.431
2015-1-26,-0.001135908,0.005023449,0.003211503,0.004543964,0.00548925,0.010017677,0.001259965,0.011241567,-1.131,-0.173,-0.332,0.18,-0.237,-0.569
2015-1-27,-0.003894014,0.00515361,-0.001336873,0.004779521,-0.006962581,0.009119247,0.007943124,0.010648425,-1.082,-0.178,-0.311,0.183,-0.271,-0.505
2015-1-28,0.007195541,0.005309683,0.000974184,0.004854298,-0.015609211,0.008940885,-0.003924967,0.010699004,-0.907,-0.143,-0.28,0.215,-0.268,-0.431
2015-1-29,0.001071438,0.005318548,-0.002963702,0.00577817,0.009146098,0.00977176,-0.001254909,0.009012632,-0.92,-0.156,-0.27,0.19,-0.288,-0.396
2015-1-30,-0.009819437,0.006698584,-0.005607204,0.005870672,-0.015032408,0.011320718,-0.011883181,0.009547032,-0.495,-0.132,-0.224,0.242,-0.272,-0.109
2015-2-2,-0.004404919,0.006959914,-0.001291031,0.005081018,0.005292486,0.010070749,-0.004055653,0.00741434,-0.553,-0.138,-0.248,0.227,-0.268,-0.126
2015-2-3,-0.00502269,0.005382261,-0.000347128,0.002808395,0.00556002,0.01056593,-0.000882474,0.006009704,-0.767,-0.187,-0.29,0.178,-0.271,-0.197
2015-2-4,0.009511421,0.007017811,-0.001814742,0.002086591,-0.013067135,0.010778229,0.010757007,0.00766667,-0.782,-0.199,-0.318,0.191,-0.27,-0.186
2015-2-5,-0.000913117,0.006885569,-0.00593048,0.002589572,0.016591734,0.01323501,-0.001326602,0.006712121,-0.886,-0.225,-0.328,0.166,-0.256,-0.243
2015-2-6,-0.000853542,0.006037194,-0.008138774,0.002870861,-0.009449186,0.012272871,0.001014618,0.006710627,-0.998,-0.267,-0.331,0.118,-0.268,-0.25
2015-2-9,-0.00480425,0.006030149,-0.011312472,0.004009171,-0.011040233,0.012098455,0.000639461,0.006741005,-0.765,-0.27,-0.305,0.122,-0.237,-0.075
2015-2-10,0.000324019,0.005073128,-0.002957554,0.004058286,0.01546007,0.012534383,0.00093506,0.004652044,-0.822,-0.269,-0.331,0.104,-0.235,-0.091
2015-2-11,-0.001418231,0.004847898,-0.002607512,0.003910342,0.001491324,0.01241616,-0.003682958,0.004586048,-0.808,-0.268,-0.319,0.085,-0.229,-0.077
2015-2-12,0.001314351,0.004425815,0.011513171,0.007260348,0.003631665,0.012313719,0.003558334,0.004578918,-0.993,-0.274,-0.382,0.108,-0.232,-0.213
2015-2-13,0.024533522,0.009858587,0.016395251,0.010367956,0.005349711,0.010802331,0.010892493,0.004623654,-1.165,-0.308,-0.413,0.098,-0.237,-0.305
2015-2-17,0.001170569,0.009765941,-0.008310594,0.010614353,0.00641912,0.009267529,0.003676277,0.004458185,-1.254,-0.351,-0.416,0.056,-0.226,-0.317
2015-2-18,-0.004461914,0.010086755,-7.82E-05,0.010107344,0.002033836,0.007878406,0.000859436,0.004466793,-1.3,-0.338,-0.443,0.074,-0.223,-0.37
2015-2-19,-0.010067688,0.010876784,0.001581923,0.00869861,0.001160338,0.004987166,0.006666182,0.004645625,-1.357,-0.358,-0.446,0.064,-0.226,-0.391
2015-2-20,-0.002758223,0.011000052,-0.001308326,0.008556187,0.010330725,0.003298388,0.000502746,0.004684583,-1.327,-0.366,-0.467,0.062,-0.208,-0.348
2015-2-23,0.010492092,0.011442084,0.002926717,0.008261022,0.003411328,0.003095074,0.011253006,0.0044153,-1.436,-0.352,-0.487,0.078,-0.206,-0.469
2015-2-24,0.00426631,0.011428769,0.007434257,0.007705876,-0.001456854,0.00386705,-0.001537349,0.005122253,-1.63,-0.346,-0.514,0.085,-0.223,-0.632
2015-2-25,0.001599701,0.006596479,0.001777572,0.004795265,0.001586827,0.003892196,0.003027225,0.004315071,-1.832,-0.352,-0.512,0.096,-0.257,-0.807
2015-2-26,0.002356224,0.006645554,-0.002241807,0.003206488,0.002829223,0.00365016,-0.002620049,0.004888509,-1.847,-0.38,-0.538,0.094,-0.255,-0.768
2015-2-27,-0.004172025,0.006612454,-0.005412602,0.004129085,-0.004884776,0.004693197,0.003025994,0.004828676,-1.804,-0.392,-0.533,0.091,-0.239,-0.731
2015-3-2,0.000448231,0.004834513,0.008484148,0.005092248,0.008455284,0.005286028,-0.004731205,0.005251166,-1.845,-0.426,-0.537,0.058,-0.251,-0.689
2015-3-3,-0.007695985,0.005854195,0.004656899,0.005010071,-0.008168815,0.005566504,-0.013931149,0.007813423,-1.839,-0.441,-0.505,0.053,-0.256,-0.69
2015-3-4,0.007400537,0.005089065,0.004233926,0.005052036,0.004092749,0.005636457,-0.000689417,0.005787275,-1.764,-0.429,-0.49,0.054,-0.248,-0.651
2015-3-5,0.004666707,0.005139139,0.015460656,0.006883337,0.005585812,0.005883225,-0.001410957,0.005790952,-1.818,-0.426,-0.504,0.057,-0.246,-0.699
2015-3-6,-0.006698012,0.005800092,-0.004603695,0.007590024,-0.018453013,0.009510272,-0.013535435,0.006507164,-1.854,-0.453,-0.482,0.016,-0.231,-0.704
2015-3-9,-0.006734053,0.006058636,-0.009825147,0.008883768,0.004926312,0.009700728,-0.002523327,0.006512768,-1.761,-0.424,-0.461,0.036,-0.213,-0.699
2015-3-10,-0.014968472,0.007861332,-0.012529951,0.010168733,-0.010457955,0.010265198,-0.015813713,0.006618098,-1.351,-0.378,-0.381,0.072,-0.201,-0.463
2015-3-11,0.003256269,0.008154734,-0.003487024,0.009662862,0.000264107,0.009295411,0.000601904,0.007267655,-1.28,-0.374,-0.404,0.086,-0.197,-0.391
2015-3-12,0.026220113,0.013318111,0.009656313,0.010303055,0.012008885,0.010534036,0.012259858,0.009390713,-1.46,-0.364,-0.455,0.073,-0.205,-0.509
2015-3-13,0.009604151,0.01349528,-0.019622363,0.012350859,-0.001305449,0.010355759,0.002234289,0.00957465,-1.371,-0.352,-0.452,0.079,-0.206,-0.44
2015-3-16,0.011080192,0.013902819,0.00422478,0.009966148,0.021414482,0.01334569,0.015686171,0.011840561,-1.485,-0.336,-0.5,0.072,-0.217,-0.504
2015-3-17,0.002666773,0.013236486,0.008318966,0.01120795,-0.002342626,0.010471296,-0.003863832,0.010508444,-1.577,-0.305,-0.498,0.071,-0.236,-0.609
2015-3-18,0.019378077,0.013239917,0.004056566,0.011093344,0.012177874,0.01098204,0.012309027,0.011104915,-1.532,-0.25,-0.545,0.127,-0.233,-0.631
2015-3-19,0.005537287,0.008784165,0.002829836,0.009973756,0.006637667,0.008769666,0.008661477,0.007252081,-1.559,-0.286,-0.543,0.116,-0.226,-0.62
2015-3-20,0.00620449,0.008407669,0.000326744,0.009799758,0.006118988,0.008288464,0.02280105,0.008764898,-1.701,-0.286,-0.581,0.122,-0.211,-0.745
2015-3-23,-0.008304457,0.008478159,-0.00119217,0.009109729,-0.003694501,0.009054145,0.001843672,0.009193492,-1.659,-0.294,-0.585,0.113,-0.218,-0.675
2015-3-24,-0.00331668,0.009097778,0.013188265,0.004880915,-0.008429299,0.010274219,-0.00032424,0.009529956,-1.724,-0.294,-0.572,0.119,-0.22,-0.757
2015-3-25,-0.011693843,0.010430916,0.001517883,0.00501508,-0.020039521,0.010866512,-0.010967948,0.011199799,-1.693,-0.309,-0.515,0.113,-0.263,-0.719
2015-3-26,-0.014222815,0.011956739,-0.016246535,0.008787377,-0.002792287,0.010874565,-0.018075952,0.01389995,-1.509,-0.321,-0.46,0.113,-0.25,-0.591
2015-3-27,0.00078965,0.008159334,-0.001041104,0.008667465,0.008841289,0.0102328,0.011886944,0.013850228,-1.464,-0.319,-0.452,0.116,-0.248,-0.561
2015-3-30,0.007306039,0.008508381,0.005290661,0.008853451,0.009806253,0.010731757,0.005264587,0.013646599,-1.568,-0.32,-0.51,0.106,-0.235,-0.609
2015-3-31,-0.018966424,0.009110035,0.007150672,0.0092293,-0.014565166,0.011138458,-0.014106005,0.011052392,-1.319,-0.313,-0.351,0.116,-0.221,-0.55
2015-4-1,0.002551455,0.009736655,0.01465678,0.010403093,-0.012323574,0.011517082,0.004934928,0.011358856,-1.348,-0.308,-0.339,0.139,-0.229,-0.611
2015-4-2,0.0006616,0.009988955,0.006624028,0.009653313,0.002125288,0.011779442,0.008529444,0.012177113,-1.474,-0.33,-0.369,0.114,-0.221,-0.668
2015-4-7,0.017076998,0.012324033,0.024665774,0.01271441,0.003808984,0.009673443,0.015889216,0.013006404,-1.64,-0.351,-0.436,0.113,-0.215,-0.751
2015-4-8,0.00293902,0.010794427,0.016261401,0.008541228,0.009491597,0.010328657,-0.003753289,0.010119517,-1.756,-0.368,-0.458,0.113,-0.237,-0.806
2015-4-9,0.008628011,0.011079132,-0.003712642,0.009179512,0.007197224,0.010138272,0.002768494,0.009517922,-1.848,-0.398,-0.5,0.105,-0.218,-0.837
2015-4-10,0.016165265,0.012124949,0.004267457,0.009277114,0.008348683,0.009935199,0.011230651,0.010029836,-1.875,-0.402,-0.529,0.118,-0.208,-0.854
2015-4-13,-0.004334882,0.008052976,0.012835504,0.009236109,-0.005011016,0.007968996,-0.005087882,0.007672334,-1.798,-0.404,-0.524,0.12,-0.207,-0.783
2015-4-14,-0.001392016,0.008480681,-0.005117999,0.010758481,0.000788202,0.005068406,0.00709259,0.007715773,-1.809,-0.397,-0.513,0.129,-0.185,-0.843
2015-4-15,-0.001763972,0.008764592,-0.008147011,0.012392123,0.002969244,0.00503124,-0.00644971,0.00866918,-1.868,-0.384,-0.531,0.139,-0.183,-0.909
2015-4-16,-0.009685146,0.008622833,0.004019406,0.00922329,-0.000177399,0.005268785,0.002261405,0.006601738,-1.793,-0.382,-0.526,0.133,-0.173,-0.845
2015-4-17,-0.013047206,0.010160532,-0.012883262,0.008761069,-0.008577954,0.006127554,-0.010901686,0.007910158,-1.529,-0.365,-0.44,0.142,-0.17,-0.696
2015-4-20,0.007134581,0.009943529,-0.012429518,0.009735062,0.005659022,0.005882197,0.006593318,0.008247649,-1.597,-0.375,-0.463,0.134,-0.159,-0.734
2015-4-21,0.005723838,0.007398875,-0.001170939,0.009313437,0.007218328,0.005643789,0.009193022,0.007838921,-1.643,-0.381,-0.491,0.119,-0.162,-0.728
2015-4-22,-0.003239001,0.007364617,0.000731997,0.00653361,0.000592877,0.005119837,0.000420476,0.007465441,-1.716,-0.397,-0.52,0.08,-0.169,-0.71
2015-4-23,-0.006592332,0.00751566,-0.004491918,0.006536004,0.004655092,0.005273021,0.002475768,0.007047522,-1.725,-0.399,-0.521,0.084,-0.18,-0.709
2015-4-24,-0.004180117,0.00750131,-0.00414308,0.006378835,-0.003558566,0.005591686,0.00417031,0.006413333,-1.745,-0.394,-0.514,0.095,-0.172,-0.76
2015-4-27,0.001910906,0.007157673,-0.001883866,0.005405756,-0.019743928,0.009619325,0.008417329,0.006857006,-1.78,-0.413,-0.519,0.094,-0.175,-0.767
2015-4-28,-0.023282247,0.010233314,-0.000388296,0.004409983,0.002540678,0.009256514,-0.016426972,0.008764545,-1.925,-0.425,-0.503,0.075,-0.196,-0.876
2015-4-29,-0.018098547,0.010421389,-0.0050802,0.002243929,-0.007680223,0.009179615,-0.010653147,0.009674457,-1.853,-0.43,-0.447,0.029,-0.207,-0.798
2015-4-30,0.004075829,0.010104513,-0.002400738,0.002183879,-0.015670875,0.009307177,0.004581624,0.009053969,-1.698,-0.411,-0.367,-0.005,-0.209,-0.706
2015-5-1,-0.001220296,0.010259294,-0.000186345,0.001973226,0.013822433,0.011778164,-5.84E-05,0.009043231,-1.76,-0.43,-0.381,-0.029,-0.195,-0.725
2015-5-5,-0.009952459,0.010327998,0.001433959,0.002297557,-0.006659379,0.011209137,-0.011531273,0.009656636,-1.675,-0.449,-0.341,-0.066,-0.207,-0.612
2015-5-6,0.001364347,0.010804256,-0.014602904,0.005390147,-0.003601257,0.011208057,0.003937042,0.00962784,-1.686,-0.451,-0.313,-0.096,-0.207,-0.619
2015-5-7,-0.018106071,0.010869,-0.019371804,0.008030026,0.005188992,0.009708609,-0.011857934,0.008576148,-1.537,-0.428,-0.29,-0.086,-0.186,-0.547
2015-5-8,0.024208482,0.014807381,0.017141095,0.011832017,0.01635448,0.011880609,0.020619895,0.011868922,-1.966,-0.426,-0.382,-0.07,-0.191,-0.897
2015-5-11,-0.002761799,0.013163744,0.006959207,0.012391136,0,0.011369782,-0.005338885,0.011282301,-2.04,-0.459,-0.392,-0.113,-0.201,-0.875
2015-5-12,-0.021135554,0.01506526,-0.009802056,0.012782886,-0.004757487,0.009185649,-0.003364212,0.011149352,-1.936,-0.434,-0.353,-0.119,-0.218,-0.812
2015-5-13,0.000562699,0.015133889,0.000701987,0.012815588,-0.000861587,0.007858164,0.006717144,0.011540561,-2.099,-0.458,-0.364,-0.129,-0.229,-0.919
2015-5-14,0.003228612,0.015044379,0.005202089,0.013084961,0.013240148,0.008293438,0.006004186,0.010506816,-2.139,-0.446,-0.384,-0.113,-0.232,-0.964
2015-5-15,-0.004120132,0.014994506,0.009296103,0.012335025,0.002421969,0.007707231,0.003061057,0.010490498,-2.181,-0.437,-0.393,-0.085,-0.23,-1.036
2015-5-18,0.005250277,0.013489254,0.006911161,0.008273295,0.006375519,0.00773758,0.006194921,0.00846368,-2.308,-0.462,-0.413,-0.108,-0.237,-1.088
2015-5-19,0.006497061,0.009394915,0.007416689,0.006576802,0.004545291,0.005817604,-0.005369605,0.005607221,-2.236,-0.464,-0.445,-0.113,-0.23,-0.984
2015-5-20,0.000468927,0.009418126,0.001859404,0.006451356,0.002227423,0.005685921,-0.001752798,0.005054338,-2.232,-0.455,-0.454,-0.121,-0.226,-0.976
2015-5-21,0.004352773,0.003628176,-0.001896259,0.004073279,-0.000387565,0.004827201,0.009767717,0.005316956,-2.301,-0.454,-0.464,-0.111,-0.226,-1.046
2015-5-22,0.007825751,0.004055259,0.004119319,0.003776301,-0.002491503,0.005127247,-0.00578852,0.006105233,-2.291,-0.466,-0.463,-0.107,-0.214,-1.041
2015-5-26,-0.018061146,0.009061518,-0.009422117,0.006509325,-0.009218512,0.005192146,-0.019908919,0.009812763,-1.961,-0.443,-0.418,-0.099,-0.193,-0.808
2015-5-27,0.01550756,0.010398135,-0.007624539,0.006750773,0.011509923,0.006677663,0.013214794,0.011315902,-2.08,-0.436,-0.458,-0.106,-0.228,-0.852
2015-5-28,0.006143595,0.010434054,-0.00892545,0.006778385,0.000737643,0.006365742,0.003454084,0.01108998,-2.082,-0.426,-0.443,-0.111,-0.231,-0.871
2015-5-29,-0.011548843,0.011655309,0.003684838,0.006011497,-0.00186391,0.006228417,-0.016772004,0.012589839,-1.945,-0.414,-0.392,-0.102,-0.225,-0.812
2015-6-1,-0.000135148,0.01165928,-0.008158696,0.005965039,0.002863236,0.006269566,0.004644813,0.012885324,-1.904,-0.416,-0.4,-0.131,-0.236,-0.721
2015-6-2,-0.008480095,0.011972526,-0.012718651,0.006679047,-0.005709579,0.006658268,0.003104092,0.012127046,-1.95,-0.426,-0.374,-0.187,-0.258,-0.705
2015-6-3,0.001566315,0.011401874,-0.010730316,0.005302008,0.001179645,0.006628607,0.009052075,0.012753453,-1.959,-0.445,-0.371,-0.25,-0.259,-0.634
2015-6-4,-0.013368503,0.01040436,-0.007153023,0.005248212,-0.007060941,0.006166451,-0.004166582,0.009797436,-1.788,-0.405,-0.329,-0.234,-0.253,-0.567
2015-6-5,-0.003406934,0.007231578,0.002046166,0.006332462,0.000404107,0.003729846,-0.023462609,0.012185676,-1.788,-0.421,-0.302,-0.266,-0.244,-0.555
2015-6-8,-0.012028717,0.006079771,-0.012616239,0.006756702,-0.004504911,0.003766954,-0.001818643,0.011846049,-1.684,-0.4,-0.263,-0.26,-0.237,-0.524
2015-6-9,-0.011403155,0.006060913,-0.012497931,0.005292699,-0.00019026,0.003836822,-0.005505864,0.01054792,-1.644,-0.393,-0.228,-0.283,-0.245,-0.495
2015-6-10,0.005638322,0.007363996,0.012320484,0.009619111,0.011239121,0.006158732,0.021814514,0.013956999,-1.706,-0.38,-0.283,-0.276,-0.25,-0.517
2015-6-11,0.00215466,0.007831451,-0.004545462,0.009138538,0.005603727,0.006097886,0.000513637,0.013890819,-1.817,-0.363,-0.314,-0.244,-0.244,-0.652
2015-6-12,-0.011127974,0.007686174,0.002789016,0.009089874,-0.011352568,0.007659879,-0.007599336,0.013397313,-1.682,-0.363,-0.281,-0.235,-0.231,-0.572
2015-6-15,-0.014481028,0.007867969,-0.0052085,0.008963801,0.000391012,0.007151757,-0.022545768,0.01534828,-1.438,-0.34,-0.234,-0.227,-0.222,-0.415
2015-6-16,0.006563592,0.009272816,-0.007033793,0.008847381,0.005132022,0.007390519,0.009346073,0.013894672,-1.446,-0.308,-0.246,-0.211,-0.231,-0.45
2015-6-17,-0.004812574,0.008741216,0.009987946,0.00922215,0.001216248,0.006998809,-0.00629637,0.014050087,-1.538,-0.29,-0.241,-0.221,-0.232,-0.554
2015-6-18,0.005326953,0.008642058,0.013352804,0.008830399,0.015752077,0.008668381,0.014813534,0.015133926,-1.64,-0.307,-0.256,-0.214,-0.235,-0.628
2015-6-19,-0.001863436,0.0080492,-0.000781693,0.007887137,-0.000678665,0.008164731,-0.007783417,0.012374244,-1.559,-0.291,-0.261,-0.184,-0.235,-0.588
2015-6-22,0.01345441,0.01004791,0.007479146,0.007729298,0.007807593,0.00835389,0.026791536,0.016755101,-1.983,-0.341,-0.337,-0.245,-0.25,-0.81
2015-6-23,0.005253825,0.009162234,0.000989129,0.00776504,0.001529773,0.005791358,-0.004776835,0.016547439,-2.154,-0.349,-0.387,-0.249,-0.272,-0.897
2015-6-24,0.000691038,0.006064147,0.009127373,0.007207093,-0.01028827,0.008017564,-0.002360307,0.013082354,-2.046,-0.335,-0.364,-0.236,-0.283,-0.828
2015-6-25,-0.00972364,0.007624037,-0.002076724,0.006001,0.005409315,0.008030963,-0.005386485,0.013308559,-1.989,-0.336,-0.339,-0.246,-0.279,-0.789
2015-6-26,-0.004830982,0.007626455,-0.006566139,0.007075518,-0.00174651,0.008214403,-0.006246875,0.01330334,-1.978,-0.359,-0.328,-0.269,-0.28,-0.742
2015-6-29,-0.019722911,0.010641224,-0.019585643,0.009602493,-0.023402422,0.010679869,-0.016725828,0.013636415,-1.108,-0.267,-0.167,-0.199,-0.226,-0.249
2015-6-30,-0.013573085,0.011435113,0.018170214,0.012201708,0.00544166,0.011146935,-0.010259925,0.013831441,-1.135,-0.237,-0.161,-0.194,-0.219,-0.324
2015-7-1,0.021068902,0.013546607,0.004240289,0.011977819,0.007603745,0.011116724,0.009897464,0.008121092,-1.453,-0.273,-0.208,-0.221,-0.236,-0.515
2015-7-2,0.009484529,0.014059676,-0.00451197,0.012128625,-0.003176801,0.010994672,0.001630041,0.008517907,-1.43,-0.269,-0.211,-0.22,-0.218,-0.512
2015-7-6,-0.008814623,0.014173085,-0.024281238,0.014247595,-0.000873831,0.010502186,-0.010368756,0.008762768,-1.108,-0.221,-0.113,-0.173,-0.205,-0.396
2015-7-7,-0.001258086,0.013935633,-0.01276809,0.014460404,0.003764511,0.01033804,-0.018361555,0.010049271,-1.034,-0.191,-0.106,-0.141,-0.21,-0.386
2015-7-8,0.007708637,0.014387812,-0.015282346,0.014840168,-0.016989756,0.011830036,0.014498925,0.013003768,-0.607,-0.165,0.001,-0.111,-0.214,-0.118
2015-7-9,0.011789574,0.012221369,0.025282529,0.018174578,0.005301035,0.008456209,0.019375724,0.014319596,-0.878,-0.196,-0.066,-0.152,-0.226,-0.238
